Date,Open,High,Low,Close,Adj Close,Volume
2018-04-30,1088.000000,1111.750000,1060.550049,1070.550049,1040.858276,1581474
2018-05-07,1072.000000,1110.900024,1065.000000,1103.150024,1072.554077,1727989
2018-05-14,1105.000000,1124.800049,1065.750000,1081.400024,1051.407349,2952437
2018-05-21,1083.900024,1147.300049,1041.500000,1139.550049,1107.944458,5333447
2018-05-28,1144.000000,1195.400024,1114.000000,1119.349976,1088.304688,18569524
2018-06-04,1127.000000,1147.650024,1057.500000,1070.349976,1040.663574,3323169
2018-06-11,1079.000000,1101.800049,1046.050049,1083.849976,1053.789185,3935127
2018-06-18,1090.000000,1090.000000,1019.150024,1050.699951,1021.558899,2542868
2018-06-25,1050.699951,1068.949951,1025.150024,1063.500000,1034.003784,2176149
2018-07-02,1063.349976,1085.800049,1051.199951,1056.599976,1027.294922,1711165
2018-07-09,1063.750000,1107.500000,1060.500000,1064.500000,1034.975952,2564955
2018-07-16,1069.000000,1078.699951,1029.000000,1030.949951,1002.356506,1796245
2018-07-23,1041.300049,1132.300049,1041.300049,1128.199951,1096.909180,3308147
2018-07-30,1129.949951,1147.800049,1081.550049,1108.650024,1077.901611,3133951
2018-08-06,1109.099976,1141.000000,1092.000000,1122.650024,1091.513184,1857578
2018-08-13,1119.650024,1135.000000,1109.050049,1123.699951,1092.534058,999741
2018-08-20,1128.000000,1173.599976,1128.000000,1151.349976,1119.417114,2596127
2018-08-27,1153.349976,1188.000000,1124.000000,1168.650024,1148.251465,3090653
2018-09-03,1176.800049,1178.800049,1109.000000,1159.599976,1139.359375,2670946
2018-09-10,1154.000000,1158.949951,1092.300049,1136.650024,1116.810059,2347391
2018-09-17,1126.000000,1145.250000,1082.000000,1136.849976,1117.006470,1885990
2018-09-24,1130.000000,1130.000000,1025.099976,1045.849976,1027.595093,2336898
2018-10-01,1040.199951,1050.000000,957.950012,966.849976,949.973877,2567869
2018-10-08,970.000000,1003.450012,895.000000,993.299988,975.962219,2833692
2018-10-15,998.000000,1010.000000,934.950012,970.599976,953.658447,1869448
2018-10-22,976.000000,992.650024,897.000000,936.299988,919.957092,2641958
2018-10-29,938.000000,1005.000000,915.599976,989.299988,972.031982,3079641
2018-11-05,989.700012,1048.699951,978.099976,1042.000000,1023.812195,2030417
2018-11-12,1046.949951,1122.250000,1015.000000,1118.900024,1099.369995,2612710
2018-11-19,1122.000000,1164.699951,1110.599976,1158.250000,1138.033081,2043742
2018-11-26,1160.599976,1194.800049,1128.099976,1163.300049,1142.994873,3994368
2018-12-03,1156.099976,1178.000000,1123.599976,1140.099976,1120.199829,2420502
2018-12-10,1115.500000,1182.000000,1105.250000,1167.199951,1146.826660,2434780
2018-12-17,1168.099976,1211.449951,1137.199951,1142.400024,1122.459595,4374574
2018-12-24,1135.099976,1146.599976,1087.050049,1101.949951,1082.715820,2694969
2018-12-31,1105.000000,1119.400024,1088.300049,1105.699951,1086.400146,1537920
2019-01-07,1108.250000,1133.000000,1087.000000,1109.250000,1089.888428,2939829
2019-01-14,1114.900024,1178.750000,1100.000000,1148.800049,1128.748047,3561081
2019-01-21,1150.000000,1168.000000,1091.000000,1129.800049,1110.079590,4749994
2019-01-28,1132.000000,1144.000000,1072.150024,1122.800049,1103.201904,3790531
2019-02-04,1114.000000,1167.900024,1096.099976,1150.099976,1130.025269,2532712
2019-02-11,1150.000000,1161.900024,1080.150024,1096.099976,1076.967896,2117986
2019-02-18,1096.949951,1105.000000,1046.199951,1076.699951,1057.906372,2603039
2019-02-25,1077.099976,1161.900024,1076.000000,1144.150024,1124.179077,3188859
2019-03-04,1144.150024,1169.699951,1112.199951,1124.500000,1104.872192,1980437
2019-03-11,1125.550049,1193.849976,1124.300049,1165.449951,1145.107300,4625237
2019-03-18,1167.500000,1200.000000,1161.000000,1185.000000,1164.316162,1865220
2019-03-25,1177.000000,1250.000000,1167.000000,1246.250000,1224.496948,4545130
2019-04-01,1250.000000,1297.000000,1242.000000,1286.599976,1264.142700,3348439
2019-04-08,1285.000000,1295.550049,1263.650024,1290.199951,1267.679932,1661622
2019-04-15,1284.250000,1312.599976,1252.099976,1255.500000,1233.585571,1314435
2019-04-22,1250.000000,1251.949951,1195.000000,1221.400024,1200.080811,2628552
2019-04-29,1221.400024,1255.000000,1193.550049,1201.500000,1180.528320,2414155
2019-05-06,1200.000000,1200.000000,1153.000000,1167.849976,1147.465454,1991862
2019-05-13,1167.199951,1178.699951,1095.000000,1162.199951,1141.914063,4766492
