Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,64.519997,65.199997,61.500000,64.466003,45.639988,2385950
2002-07-08,62.605999,64.830002,61.820000,61.939999,45.633961,972270
2002-07-15,62.000000,63.000000,61.000000,61.986000,45.667850,1175410
2002-07-22,62.099998,62.396004,60.000000,60.150002,44.315186,1588980
2002-07-29,60.500000,64.650002,56.000000,62.986000,46.404591,3132270
2002-08-05,62.209999,63.486000,60.830002,63.035999,46.441429,1199850
2002-08-12,63.000000,63.299999,12.204000,61.655998,45.424721,751960
2002-08-19,61.310001,62.000000,58.520000,58.785999,43.310253,1639510
2002-08-26,58.900002,59.000000,55.500000,58.279999,42.937473,5739780
2002-09-02,58.700001,60.090000,54.186001,58.870003,43.372154,1609290
2002-09-09,57.700001,59.990002,11.875200,58.546001,43.133453,1648300
2002-09-16,58.200001,59.730000,58.200001,59.430000,43.784729,2357580
2002-09-23,59.299999,60.200001,56.500000,59.980000,44.189938,3542130
2002-09-30,59.799999,61.500000,12.112000,60.976002,44.923740,2217160
2002-10-07,60.066002,67.400002,60.066002,61.436001,45.262642,2569370
2002-10-14,62.000000,63.900002,12.344000,61.765999,45.505768,4401920
2002-10-21,61.900002,64.150002,60.900002,63.410000,46.716965,3428470
2002-10-28,63.500000,63.549999,62.000000,62.756001,46.235146,3242660
2002-11-04,63.200001,63.799999,12.688000,63.155998,46.529835,714230
2002-11-11,62.946003,66.650002,62.946003,66.106003,48.703236,3748880
2002-11-18,65.900002,69.500000,13.184000,68.265999,50.294609,2956060
2002-11-25,68.386002,69.000000,58.996002,68.430000,50.415436,3183880
2002-12-02,68.599998,69.000000,64.300003,68.725998,50.633503,7565840
2002-12-09,68.800003,77.400002,67.099998,72.930000,53.730785,8116210
2002-12-16,75.000000,76.400002,70.099998,72.040001,53.075085,4313250
2002-12-23,71.779999,72.599998,68.209999,72.019997,53.060337,745990
2002-12-30,71.400002,72.580002,70.419998,70.720001,52.102573,510590
2003-01-06,70.849998,75.000000,65.000000,72.760002,53.605541,1634250
2003-01-13,72.709999,75.000000,72.599998,74.120003,54.607502,455725
2003-01-20,74.000000,76.750000,73.199997,74.620003,54.975883,2493565
2003-01-27,74.019997,76.000000,73.809998,75.019997,55.270576,5667335
2003-02-03,74.419998,75.599998,70.400002,75.230003,55.425289,3470900
2003-02-10,75.040001,78.879997,74.230003,75.010002,55.263206,2282160
2003-02-17,76.500000,76.500000,74.639999,75.190002,55.395821,2710135
2003-02-24,75.400002,75.959999,74.660004,74.959999,55.226376,5608950
2003-03-03,75.000000,75.019997,73.059998,73.599998,54.224400,2577460
2003-03-10,73.599998,74.980003,70.599998,70.809998,52.168892,1456390
2003-03-17,70.860001,72.400002,67.199997,69.930000,51.520546,3482840
2003-03-24,70.300003,71.580002,66.050003,66.680000,49.126129,3648485
2003-03-31,66.750000,74.800003,63.799999,68.070000,50.150196,3837915
2003-04-07,69.000000,69.800003,67.019997,68.489998,50.459633,3018525
2003-04-14,68.489998,69.550003,64.010002,65.779999,48.463051,1571100
2003-04-21,66.000000,67.570000,58.639999,59.840000,44.086803,7088465
2003-04-28,59.599998,72.000000,58.750000,71.410004,52.610931,8751010
2003-05-05,71.699997,71.699997,64.500000,66.260002,48.816700,6469880
2003-05-12,66.400002,68.800003,65.190002,67.639999,49.833401,4713210
2003-05-19,67.410004,71.459999,66.000000,70.930000,52.257290,4640390
2003-05-26,69.000000,76.000000,69.000000,74.239998,54.695911,4582435
2003-06-02,73.800003,78.180000,72.000000,73.470001,54.128609,6046785
2003-06-09,72.800003,80.400002,72.400002,77.419998,57.038769,4254810
2003-06-16,77.190002,94.000000,76.800003,81.760002,60.236229,8573580
2003-06-23,81.120003,83.000000,80.199997,81.489998,60.037308,6335555
2003-06-30,83.279999,87.000000,76.800003,80.529999,59.330055,6608985
2003-07-07,81.800003,84.000000,80.599998,83.230003,63.015491,4650165
2003-07-14,83.000000,84.000000,79.000000,81.589996,61.773819,4193490
2003-07-21,80.209999,84.980003,78.000000,83.980003,63.583347,6472050
2003-07-28,83.589996,85.800003,80.400002,84.430000,63.924038,5351005
2003-08-04,84.400002,89.580002,84.199997,88.709999,67.164543,5242275
2003-08-11,88.000000,96.400002,87.620003,91.959999,69.625191,7226110
2003-08-18,92.000000,104.199997,91.250000,93.660004,70.912308,8924640
2003-08-25,97.199997,97.790001,91.980003,96.519997,73.077667,7379260
2003-09-01,96.410004,101.599998,95.599998,99.930000,75.659485,5592770
2003-09-08,101.400002,102.000000,95.400002,96.160004,72.805107,5023080
2003-09-15,96.000000,100.980003,93.000000,96.250000,72.873260,4784110
2003-09-22,96.800003,102.900002,94.000000,100.080002,75.773033,5132090
2003-09-29,100.000000,104.970001,97.410004,104.400002,79.043831,5145970
2003-10-06,105.800003,111.000000,104.330002,108.000000,81.769470,6088415
2003-10-13,110.000000,113.000000,102.199997,110.139999,83.389740,8609685
2003-10-20,108.199997,110.000000,98.209999,105.589996,79.944801,4840605
2003-10-27,104.000000,109.199997,102.000000,104.000000,78.740982,9533575
2003-11-03,106.000000,107.599998,102.220001,104.059998,78.786385,7459520
2003-11-10,103.010002,108.199997,102.000000,104.570000,79.172546,2649875
2003-11-17,104.730003,107.000000,101.010002,104.389999,79.036247,4325345
2003-11-24,105.000000,111.599998,102.599998,110.830002,83.912148,4158020
2003-12-01,110.010002,116.000000,95.389999,115.489998,87.440338,7828105
2003-12-08,115.000000,129.399994,113.269997,126.389999,95.692993,6611075
2003-12-15,127.970001,133.419998,122.050003,123.290001,93.345924,4599650
2003-12-22,124.400002,140.000000,121.620003,131.410004,99.493774,2997610
2003-12-29,132.199997,135.399994,128.000000,130.419998,98.744202,3873420
2004-01-05,130.600006,134.990005,124.250000,128.979996,97.653938,8139245
2004-01-12,131.199997,131.320007,125.000000,128.850006,97.555527,7975030
2004-01-19,127.000000,136.399994,121.050003,125.930000,95.344711,8338320
2004-01-26,125.930000,134.399994,113.000000,129.860001,98.320229,9090180
2004-02-02,129.860001,132.399994,126.650002,129.580002,98.108246,5395335
2004-02-09,132.000000,137.360001,116.540001,134.800003,102.060425,5370490
2004-02-16,135.979996,135.990005,128.429993,129.539993,98.077942,9140405
2004-02-23,131.399994,131.399994,121.070000,121.940002,92.323792,6229535
2004-03-01,124.000000,130.089996,123.320000,127.879997,96.821114,5845045
2004-03-08,129.199997,129.199997,121.820000,123.089996,93.194466,4318330
2004-03-15,126.000000,126.000000,115.000000,120.209999,91.013954,5981685
2004-03-22,121.000000,124.400002,119.010002,122.550003,92.785637,5137210
2004-03-29,122.099998,136.380005,121.800003,135.539993,102.620674,6201150
2004-04-05,135.619995,138.380005,130.399994,132.139999,100.046463,4662540
2004-04-12,132.000000,133.179993,126.599998,127.330002,96.404694,3804410
2004-04-19,118.400002,127.970001,118.400002,124.040001,93.913734,4928280
2004-04-26,124.040001,127.599998,117.800003,118.940002,90.052444,5924235
2004-05-03,118.400002,131.199997,117.019997,128.889999,97.585800,7492500
2004-05-10,129.800003,130.770004,102.800003,108.989998,82.519028,9997860
2004-05-17,109.199997,124.000000,90.000000,115.980003,87.811325,15691550
2004-05-24,118.000000,119.000000,110.599998,113.699997,86.085068,7712745
2004-05-31,112.000000,117.000000,109.000000,116.680000,88.341331,9865285
2004-06-07,116.400002,125.599998,116.400002,121.300003,91.839226,5582390
2004-06-14,119.599998,121.800003,111.059998,112.879997,85.464249,4359000
2004-06-21,115.050003,116.800003,106.239998,110.480003,83.647133,7579520
2004-06-28,110.980003,111.800003,102.800003,106.440002,80.588341,13448120
2004-07-05,105.800003,113.589996,105.099998,111.809998,86.871910,12822655
2004-07-12,111.010002,112.879997,108.000000,110.160004,85.589943,7510150
2004-07-19,112.000000,120.779999,108.000000,119.580002,92.908905,13700080
2004-07-26,117.080002,119.800003,113.000000,115.190002,89.498047,7744125
2004-08-02,114.419998,115.970001,112.980003,114.129997,88.674461,4052400
2004-08-09,113.800003,115.000000,111.699997,112.470001,87.384705,4976165
2004-08-16,112.000000,113.800003,106.400002,107.699997,83.678612,6197825
2004-08-23,106.510002,113.410004,106.510002,111.739998,86.817535,5385065
2004-08-30,112.000000,112.989998,110.000000,112.019997,87.035080,3110460
2004-09-06,112.959999,124.360001,111.400002,122.239998,94.975601,12073115
2004-09-13,122.400002,128.199997,120.599998,123.680000,96.094429,9295960
2004-09-20,123.599998,126.980003,122.040001,122.839996,95.441788,5864300
2004-09-27,123.199997,126.370003,120.230003,125.760002,97.710510,6652650
2004-10-04,127.000000,137.100006,125.599998,134.410004,104.431236,10182660
2004-10-11,134.600006,140.580002,125.000000,125.940002,97.850372,10227700
2004-10-18,127.000000,133.399994,114.000000,132.369995,102.846214,7903600
2004-10-25,132.399994,133.000000,127.050003,128.080002,99.513077,7943760
2004-11-01,130.600006,135.000000,124.800003,133.539993,103.755257,7741680
2004-11-08,132.460007,141.779999,132.460007,138.710007,107.772163,6842355
2004-11-15,138.710007,143.639999,136.399994,143.119995,111.198547,7228295
2004-11-22,144.000000,155.000000,143.000000,153.550003,119.302246,7091290
2004-11-29,154.789993,161.580002,150.000000,153.850006,119.535301,18154380
2004-12-06,158.000000,158.940002,149.190002,152.820007,118.735046,9629085
2004-12-13,153.600006,160.589996,153.589996,155.440002,120.770706,8113430
2004-12-20,159.699997,159.699997,150.399994,152.199997,118.253319,5638400
2004-12-27,151.039993,154.199997,150.039993,153.809998,119.504257,4697820
2005-01-03,154.199997,154.779999,136.399994,145.270004,112.869003,4901185
2005-01-10,146.000000,149.000000,142.399994,146.710007,113.987846,6274380
2005-01-17,146.710007,156.399994,146.610001,152.580002,118.548630,10079785
2005-01-24,152.000000,155.000000,143.000000,150.809998,117.173340,9883905
2005-01-31,152.990005,164.000000,151.419998,163.399994,126.955307,11482670
2005-02-07,162.199997,164.399994,155.800003,156.960007,121.951653,7983695
2005-02-14,158.600006,158.600006,153.000000,156.339996,121.469933,8899085
2005-02-21,156.000000,158.000000,150.250000,151.509995,117.717239,6304195
2005-02-28,152.020004,162.000000,151.600006,157.380005,122.278000,9643990
2005-03-07,159.740005,166.000000,157.440002,160.399994,124.624420,10965770
2005-03-14,160.399994,162.199997,150.000000,152.220001,118.268898,4960645
2005-03-21,151.000000,153.740005,137.399994,138.210007,107.383659,9499775
2005-03-28,139.399994,151.880005,135.419998,143.330002,111.361725,11894880
2005-04-04,145.600006,147.000000,141.639999,142.500000,110.716835,7166930
2005-04-11,141.000000,145.000000,139.000000,140.529999,109.186241,2957665
2005-04-18,139.639999,146.000000,135.800003,145.339996,112.923401,10150820
2005-04-25,145.990005,153.000000,142.639999,146.240005,113.622635,6719185
2005-05-02,147.000000,153.000000,143.660004,148.600006,115.456291,6367295
2005-05-09,149.000000,155.029999,145.600006,153.300003,119.108009,9822815
2005-05-16,153.979996,154.600006,150.419998,152.289993,118.323265,6208420
2005-05-23,152.199997,156.199997,150.100006,153.000000,118.874939,4692515
2005-05-30,153.000000,155.000000,150.000000,153.940002,119.605255,4275525
2005-06-06,154.000000,169.979996,153.399994,168.449997,130.878998,7415240
2005-06-13,167.419998,172.800003,162.050003,171.970001,133.613831,7576335
2005-06-20,170.020004,175.800003,168.020004,169.970001,132.059921,6366510
2005-06-27,169.399994,182.399994,167.800003,174.050003,135.229904,9689150
2005-07-04,175.089996,187.960007,173.699997,182.070007,144.299042,9395460
2005-07-11,184.000000,188.000000,175.000000,178.179993,141.216034,5625280
2005-07-18,171.000000,181.759995,171.000000,178.970001,141.842133,6566175
2005-07-25,176.600006,190.000000,176.600006,185.160004,146.748001,7958270
2005-08-01,185.419998,188.399994,180.399994,181.199997,143.609528,11470190
2005-08-08,181.800003,191.960007,177.750000,187.490005,148.594650,7666745
2005-08-15,187.490005,189.399994,184.199997,185.520004,147.033310,2966645
2005-08-22,186.399994,187.800003,175.600006,178.610001,141.556839,9428025
2005-08-29,178.000000,185.000000,173.600006,180.699997,143.213272,6531380
2005-09-05,181.399994,188.009995,179.800003,183.539993,145.464066,4385345
2005-09-12,184.600006,216.179993,183.000000,212.960007,168.780838,8987805
2005-09-19,213.100006,213.600006,190.000000,191.169998,151.511215,9456485
2005-09-26,194.000000,210.000000,192.000000,207.880005,164.754700,12164800
2005-10-03,208.970001,209.000000,196.220001,198.910004,157.645523,14284845
2005-10-10,200.600006,204.000000,193.029999,197.169998,156.266479,8878665
2005-10-17,196.020004,198.000000,182.199997,184.740005,146.415161,10093255
2005-10-24,184.020004,192.800003,180.199997,187.789993,148.832397,12851840
2005-10-31,188.380005,202.000000,187.600006,200.059998,158.556946,5911960
2005-11-07,200.000000,216.000000,198.199997,209.970001,166.411102,10836275
2005-11-14,209.970001,218.000000,207.039993,208.589996,165.317383,7200240
2005-11-21,208.000000,224.000000,208.000000,223.250000,176.936111,15825285
2005-11-28,224.000000,233.500000,210.699997,229.039993,181.524994,19607440
2005-12-05,229.039993,231.389999,218.600006,222.199997,176.103943,7925510
2005-12-12,224.399994,251.550003,222.199997,246.429993,195.307358,17375950
2005-12-19,244.000000,261.989990,234.199997,240.660004,190.734375,23384830
2005-12-26,249.000000,250.000000,232.000000,241.399994,191.320847,11237455
2006-01-02,239.000000,255.919998,236.070007,253.500000,200.910675,10159225
2006-01-09,252.000000,256.390015,233.800003,236.149994,187.160004,10275620
2006-01-16,239.000000,251.220001,224.600006,250.100006,198.216019,48997060
2006-01-23,250.399994,261.600006,241.429993,260.489990,206.450546,7913250
2006-01-30,260.399994,283.940002,259.269989,260.779999,206.680389,9774440
2006-02-06,261.000000,276.000000,256.220001,272.709991,216.135513,13145275
2006-02-13,272.700012,277.000000,259.200012,260.029999,206.085999,14364690
2006-02-20,260.799988,282.000000,257.000000,272.980011,216.349487,9673930
2006-02-27,272.980011,279.980011,262.209991,263.390015,208.748947,9110900
2006-03-06,264.000000,271.790009,252.000000,265.390015,210.334045,11034645
2006-03-13,267.959991,278.200012,259.070007,267.609985,212.093475,5806370
2006-03-20,268.600006,271.600006,260.220001,262.850006,208.320953,7500040
2006-03-27,263.200012,276.000000,262.510010,267.359985,211.895401,13531890
2006-04-03,269.799988,275.799988,263.000000,267.160004,211.736877,7362890
2006-04-10,270.000000,270.000000,249.000000,251.600006,199.404785,5453040
2006-04-17,254.800003,264.570007,245.000000,254.529999,201.726990,11449135
2006-04-24,251.000000,265.200012,241.039993,262.350006,207.924683,17667330
2006-05-01,259.929993,269.600006,250.509995,257.429993,204.025391,12471200
2006-05-08,265.399994,279.600006,256.029999,276.149994,218.861832,11705600
2006-05-15,267.000000,284.040009,247.000000,251.059998,198.976837,12915800
2006-05-22,242.199997,255.979996,224.309998,235.199997,186.407074,17317830
2006-05-29,236.000000,245.789993,215.000000,235.699997,186.803329,14067445
2006-06-05,238.000000,247.000000,215.199997,241.550003,191.439743,21296210
2006-06-12,239.839996,240.000000,192.399994,208.889999,165.555145,17093800
2006-06-19,209.000000,228.800003,199.600006,221.089996,175.224213,9481570
2006-06-26,215.000000,230.000000,206.199997,227.960007,180.669006,10202465
2006-07-03,226.000000,249.800003,219.070007,233.300003,188.365585,9050290
2006-07-10,225.000000,243.000000,225.000000,228.639999,184.603104,7214440
2006-07-17,226.000000,226.000000,208.199997,214.270004,173.000824,7816390
2006-07-24,213.899994,242.600006,210.000000,237.050003,191.393311,9644065
2006-07-31,239.000000,252.649994,232.000000,248.419998,200.573410,7469600
2006-08-07,247.800003,256.980011,243.500000,253.490005,204.666962,6186665
2006-08-14,256.799988,264.000000,251.000000,261.209991,210.900009,3728710
2006-08-21,256.000000,266.899994,248.199997,255.630005,206.394760,5390940
